word,happiness_rank,happiness_average,happiness_standard_deviation,twitter_rank,google_rank,nyt_rank,lyrics_rank
priest,4310,5.6,1.7023,,2856.0,4559.0,3871.0
pronounced,4311,5.6,1.3702,,4182.0,,
quotes,4312,5.6,1.3851,3406.0,,,
reaching,4313,5.6,1.1066,,3059.0,4208.0,1805.0
relatively,4314,5.6,1.0302,,1213.0,2635.0,
reminded,4315,5.6,1.2778,3888.0,,,
reynolds,4316,5.6,1.088,,,3840.0,
runner,4317,5.6,1.6288,,,,
saying,4318,5.6,0.8571,639.0,1144.0,593.0,655.0
seeking,4319,5.6,1.1429,3848.0,2590.0,1232.0,3640.0
specific,4320,5.6,0.9689,4864.0,542.0,2458.0,
spell,4321,5.6,1.4142,2629.0,,,1394.0
stand,4322,5.6,1.1066,918.0,993.0,1413.0,241.0
suggested,4323,5.6,1.2454,,1113.0,1334.0,
title,4324,5.6,1.088,2068.0,1268.0,918.0,
topics,4325,5.6,0.833,4412.0,4260.0,4338.0,
trustees,4326,5.6,1.3702,,,1715.0,
twice,4327,5.6,1.1429,1785.0,2266.0,1877.0,943.0
utilities,4328,5.6,1.7023,,,4961.0,
veteran,4329,5.6,1.1429,,,2229.0,
viewed,4330,5.6,1.2122,,3140.0,4061.0,
virtually,4331,5.6,1.0498,,3353.0,2737.0,
walker,4332,5.6,1.5518,,,2720.0,
watchin,4333,5.6,1.2122,1251.0,,,3067.0
your,4334,5.6,1.0302,28.0,95.0,191.0,12.0
accustomed,4335,5.6,1.3778,,4718.0,,
deed,4336,5.6,1.5556,,4952.0,,4808.0
besos,4337,5.59,1.632,,,,3743.0
classroom,4338,5.59,1.7668,,4326.0,,
comparative,4339,5.59,1.2234,,3149.0,,
constituted,4340,5.59,1.135,,4187.0,,
indicating,4341,5.59,1.2734,,4311.0,,
occurs,4342,5.59,1.1165,,1332.0,,
parallel,4343,5.59,1.0785,,1810.0,,
sentences,4344,5.59,1.632,,3569.0,,
vita,4345,5.59,1.3832,,,,3148.0
habits,4346,5.58,1.4852,,3088.0,,
#iphone,4347,5.58,2.2865,,,,
allison,4348,5.58,1.1445,,,4542.0,
appeals,4349,5.58,1.7272,,,2030.0,
apps,4350,5.58,1.3415,1774.0,,,
arizona,4351,5.58,1.4155,3902.0,,2875.0,
attached,4352,5.58,1.4581,,2059.0,4667.0,
bags,4353,5.58,1.0897,2607.0,,4844.0,2170.0
barack,4354,5.58,2.0313,2855.0,,,
bears,4355,5.58,1.8193,3235.0,4087.0,4426.0,
bell,4356,5.58,1.2792,2369.0,3033.0,2073.0,1680.0
brand,4357,5.58,1.1796,1238.0,,3162.0,972.0
broad,4358,5.58,1.1082,,1623.0,2173.0,3269.0
broader,4359,5.58,1.2631,,,4533.0,
bulletin,4360,5.58,0.8827,,4722.0,,
cara,4361,5.58,1.2469,3966.0,,,3504.0
casey,4362,5.58,1.2469,,,4529.0,
cerebral,4363,5.58,1.6299,,4777.0,,
chew,4364,5.58,1.3864,,,,2800.0
circle,4365,5.58,1.2137,2332.0,2037.0,3002.0,1636.0
cities,4366,5.58,1.4995,4540.0,1370.0,1705.0,3760.0
client,4367,5.58,1.1796,1910.0,2598.0,2966.0,
comes,4368,5.58,0.7584,554.0,867.0,874.0,260.0
comment,4369,5.58,1.2792,1211.0,3383.0,992.0,
consists,4370,5.58,1.3566,,1820.0,,
corrected,4371,5.58,1.6671,,,4280.0,
current,4372,5.58,1.3262,1576.0,568.0,697.0,
danny,4373,5.58,1.012,3372.0,,4056.0,
decisions,4374,5.58,1.4155,3481.0,1650.0,2140.0,4008.0
delaware,4375,5.58,1.0515,,,4389.0,
described,4376,5.58,1.1445,,565.0,1036.0,
did,4377,5.58,1.1265,121.0,114.0,122.0,164.0
estimated,4378,5.58,1.0319,,2208.0,1501.0,
even,4379,5.58,1.1968,160.0,94.0,133.0,172.0
example,4380,5.58,1.0708,3114.0,210.0,930.0,
executive,4381,5.58,1.6671,4538.0,1955.0,206.0,
feet,4382,5.58,1.2631,1235.0,563.0,1064.0,443.0
filling,4383,5.58,1.3566,4386.0,4837.0,,3791.0
finally,4384,5.58,1.4299,326.0,616.0,1153.0,687.0
financed,4385,5.58,1.7034,,,4702.0,
fingers,4386,5.58,1.1445,1699.0,3081.0,,1067.0
formed,4387,5.58,1.1622,,831.0,2820.0,
front,4388,5.58,1.0708,712.0,716.0,943.0,586.0
gran,4389,5.58,1.4721,,,,4255.0
hier,4390,5.58,1.1082,4384.0,,,1494.0
hips,4391,5.58,1.7034,,,,2285.0
i've,4392,5.58,1.1796,,,,
ibm,4393,5.58,1.295,,,2993.0,
identify,4394,5.58,1.3566,,2332.0,3388.0,
intro,4395,5.58,0.9495,4769.0,,,1875.0
kennedy,4396,5.58,1.4299,4510.0,,1461.0,
laura,4397,5.58,1.6671,4810.0,,1858.0,
lay,4398,5.58,1.2792,2020.0,1010.0,3438.0,438.0
lets,4399,5.58,1.012,760.0,,,830.0
lewis,4400,5.58,1.1796,3863.0,3354.0,1447.0,
linda,4401,5.58,1.5398,,,1674.0,4095.0
long-term,4402,5.58,1.7853,,,,
looked,4403,5.58,1.3566,998.0,562.0,1575.0,701.0
lords,4404,5.58,2.1389,,3958.0,,
man's,4405,5.58,1.5131,,1665.0,,
marie,4406,5.58,1.0319,,,2864.0,4499.0
massachusetts,4407,5.58,1.3262,,3201.0,1757.0,
microphone,4408,5.58,1.2137,,,,2283.0
mills,4409,5.58,0.9708,,4434.0,4178.0,
ministry,4410,5.58,1.8526,,2119.0,2623.0,
mumbai,4411,5.58,1.7272,4666.0,,,
named,4412,5.58,0.8593,1649.0,1468.0,499.0,1868.0
navy,4413,5.58,1.5131,4594.0,3185.0,1947.0,
operative,4414,5.58,1.7034,,4798.0,,
overnight,4415,5.58,1.2137,4466.0,,,
peep,4416,5.58,1.1796,,,,2303.0
pot,4417,5.58,1.5265,2585.0,,,2571.0
pursuit,4418,5.58,1.7853,,4261.0,,
rapidly,4419,5.58,1.2631,,1708.0,4816.0,
recorded,4420,5.58,1.1968,3886.0,2035.0,1951.0,
returning,4421,5.58,1.4721,,3258.0,3225.0,4674.0
rooms,4422,5.58,0.9055,4596.0,2670.0,2453.0,3564.0
seats,4423,5.58,1.3415,3358.0,4692.0,2450.0,4148.0
set,4424,5.58,1.1968,480.0,215.0,317.0,394.0
shortly,4425,5.58,1.3107,,3224.0,3135.0,
shoutout,4426,5.58,1.9493,3791.0,,,
soho,4427,5.58,1.2631,,,4073.0,
solely,4428,5.58,1.3415,,4462.0,,
stuff,4429,5.58,1.4995,318.0,4436.0,1903.0,1027.0
suburban,4430,5.58,1.5265,,,4014.0,
talkin,4431,5.58,1.9388,1605.0,,,1089.0
teenage,4432,5.58,1.8305,,,,3227.0
thighs,4433,5.58,1.7623,,,,2982.0
thing,4434,5.58,1.012,188.0,418.0,563.0,163.0
times,4435,5.58,1.1968,348.0,274.0,113.0,277.0
traders,4436,5.58,1.3107,,,4415.0,
trending,4437,5.58,1.4441,2525.0,,,
tries,4438,5.58,1.2631,4040.0,,4399.0,2783.0
valve,4439,5.58,1.1622,,3983.0,,
vermont,4440,5.58,1.295,,,4124.0,
voters,4441,5.58,1.3107,,,1311.0,
waist,4442,5.58,1.3716,,,,2935.0
warming,4443,5.58,1.8962,3255.0,,,
we'll,4444,5.58,1.3262,,,,
yang,4445,5.58,1.3716,2662.0,,,2378.0
declare,4446,5.57,1.3472,,4843.0,,
departments,4447,5.57,1.3994,,3464.0,,
mathematical,4448,5.57,1.8484,,3725.0,,
sow,4449,5.57,1.6202,,,,4828.0
density,4450,5.57,1.2047,,2172.0,,
colony,4451,5.56,1.6099,,3030.0,,
component,4452,5.56,1.1091,,2142.0,,
illusion,4453,5.56,1.5004,,,,2315.0
sip,4454,5.56,1.2867,,,,2356.0
stride,4455,5.56,1.3669,,,,4842.0
summary,4456,5.56,1.2188,,2279.0,,
#musicmonday,4457,5.56,1.728,,,,
acted,4458,5.56,1.0529,,3408.0,4259.0,
aide,4459,5.56,1.4165,,,3142.0,
alot,4460,5.56,1.402,1283.0,,,2521.0
analyst,4461,5.56,1.0529,,,1493.0,
announces,4462,5.56,0.9723,3687.0,,,
aspects,4463,5.56,1.402,,1349.0,4655.0,
associates,4464,5.56,1.6308,,4760.0,1782.0,
attempt,4465,5.56,1.2961,2623.0,903.0,1786.0,
basically,4466,5.56,1.0134,2807.0,,4674.0,
blowin,4467,5.56,1.3118,,,,3072.0
bong,4468,5.56,2.0619,,,,4233.0
brush,4469,5.56,1.7043,4638.0,,,3546.0
camps,4470,5.56,1.6801,,,4665.0,
cap,4471,5.56,0.9293,3802.0,3865.0,4492.0,2750.0
change,4472,5.56,1.3426,414.0,271.0,361.0,224.0
characterized,4473,5.56,1.1808,,2858.0,,
christopher,4474,5.56,0.8843,,,1224.0,
civil,4475,5.56,1.1457,4472.0,893.0,950.0,
clients,4476,5.56,1.198,2881.0,3620.0,2172.0,
columnist,4477,5.56,1.0134,,,1561.0,
connecticut,4478,5.56,1.7162,,,904.0,
consider,4479,5.56,1.2149,2211.0,780.0,1400.0,3846.0
consumers,4480,5.56,1.567,,4604.0,2133.0,
contents,4481,5.56,0.951,,2323.0,,
dial,4482,5.56,1.3273,,,,3260.0
directly,4483,5.56,1.0333,4539.0,892.0,2160.0,
discussed,4484,5.56,1.4591,,1106.0,3184.0,
electron,4485,5.56,1.1457,,2990.0,,
elle,4486,5.56,1.0333,,,,3630.0
era,4487,5.56,1.0333,2751.0,2564.0,2381.0,2148.0
evaluate,4488,5.56,1.2803,,4913.0,,
explanation,4489,5.56,0.993,,1788.0,4879.0,
extends,4490,5.56,1.0134,,4937.0,3348.0,
fairfield,4491,5.56,0.9723,,,3717.0,
format,4492,5.56,1.3273,,4739.0,,
forming,4493,5.56,0.993,,2885.0,,
golf,4494,5.56,2.032,1830.0,,926.0,
hampshire,4495,5.56,0.951,,,3833.0,
his,4496,5.56,0.993,100.0,20.0,19.0,103.0
inbox,4497,5.56,1.4591,4964.0,,,
indication,4498,5.56,1.0721,,4227.0,4906.0,
ink,4499,5.56,1.2803,2599.0,,,4597.0
innings,4500,5.56,1.4591,,,4239.0,
jay-z,4501,5.56,1.514,,,,
jumped,4502,5.56,1.3426,4293.0,,4258.0,2269.0
kelly,4503,5.56,1.1634,2703.0,,1914.0,2570.0
lauren,4504,5.56,1.3273,,,3241.0,
leather,4505,5.56,1.4868,3525.0,,,2147.0
license,4506,5.56,1.3426,4112.0,,3310.0,
makes,4507,5.56,1.248,280.0,613.0,663.0,317.0
manchester,4508,5.56,1.3273,2933.0,,,
marathon,4509,5.56,1.2316,2412.0,,3370.0,
matches,4510,5.56,1.2149,,,,
measured,4511,5.56,1.3273,,1832.0,,
method,4512,5.56,0.9071,2666.0,471.0,3157.0,3236.0
mounted,4513,5.56,1.3273,,4042.0,,
nickel,4514,5.56,1.5407,,,,4382.0
on,4515,5.56,1.0721,13.0,16.0,10.0,14.0
opera,4516,5.56,1.7631,4082.0,4381.0,1052.0,
organizations,4517,5.56,1.1278,,1548.0,1637.0,
pan,4518,5.56,0.8369,4760.0,4314.0,3718.0,3407.0
passage,4519,5.56,1.1457,,1383.0,3529.0,
password,4520,5.56,1.1457,4766.0,,,
place,4521,5.56,1.198,374.0,149.0,247.0,190.0
playa,4522,5.56,1.7861,,,,1572.0
presidency,4523,5.56,1.7861,,,4051.0,
product,4524,5.56,1.1095,1568.0,920.0,1613.0,4239.0
promo,4525,5.56,1.4165,2276.0,,,
quarter,4526,5.56,1.2149,3464.0,2356.0,196.0,2160.0
range,4527,5.56,1.0134,3699.0,688.0,1503.0,2438.0
ranked,4528,5.56,1.7043,,,4256.0,
recent,4529,5.56,1.1095,2339.0,876.0,374.0,
red,4530,5.56,1.6183,282.0,631.0,861.0,431.0
regarding,4531,5.56,1.1278,4737.0,1842.0,4410.0,
remained,4532,5.56,1.0333,,1005.0,1784.0,
rolls,4533,5.56,1.3118,3396.0,,,2439.0
solo,4534,5.56,1.3726,2127.0,,3420.0,643.0
stay,4535,5.56,1.1634,412.0,1506.0,1112.0,173.0
steppin,4536,5.56,1.3426,,,,4986.0
stepping,4537,5.56,0.993,,,,3352.0
studying,4538,5.56,2.0016,1945.0,3936.0,3754.0,
substance,4539,5.56,1.1095,,1836.0,4473.0,
systematic,4540,5.56,1.514,,3699.0,,
titles,4541,5.56,1.2643,,4647.0,3222.0,
tons,4542,5.56,1.2961,2514.0,3482.0,3716.0,
treated,4543,5.56,1.6433,,1314.0,2364.0,2918.0
turkish,4544,5.56,1.2149,,4970.0,,
type,4545,5.56,0.9293,1000.0,371.0,2274.0,1056.0
varied,4546,5.56,1.2961,,3139.0,,
verbal,4547,5.56,1.0529,,3738.0,,
vida,4548,5.56,1.2803,2873.0,,,928.0
vodka,4549,5.56,2.2602,3606.0,,,
voices,4550,5.56,1.5005,,3736.0,3749.0,1214.0
voltage,4551,5.56,1.2803,,2942.0,,
winding,4552,5.56,1.3273,,,,4481.0
wisconsin,4553,5.56,1.4165,,4674.0,3411.0,
woke,4554,5.56,1.4165,697.0,,,1316.0
word,4555,5.56,1.1457,529.0,390.0,1156.0,416.0
worker,4556,5.56,1.6308,4948.0,2980.0,2538.0,
working,4557,5.56,1.7631,305.0,509.0,567.0,1007.0
yonkers,4558,5.56,1.2643,,,2888.0,
input,4559,5.55,1.332,,2171.0,,
analyses,4560,5.55,1.2427,,4120.0,,
array,4561,5.55,1.1558,,4460.0,,
calculations,4562,5.55,1.5951,,4725.0,,
dixie,4563,5.55,1.292,,,,4901.0
floss,4564,5.55,1.5419,,,,3890.0
molecular,4565,5.55,1.3854,,3242.0,,
pavement,4566,5.55,1.1737,,,,4906.0
tame,4567,5.55,1.4151,,,,3385.0
warriors,4568,5.55,1.9585,,,,4404.0
gospel,4569,5.55,2.1202,,2866.0,,
theological,4570,5.55,1.6305,,4137.0,,
depth,4571,5.54,1.4136,,2106.0,,
acquisitions,4572,5.54,1.7168,,,4664.0,
adam,4573,5.54,1.2651,1677.0,3985.0,1825.0,
apparently,4574,5.54,1.1104,973.0,1489.0,1657.0,
attempts,4575,5.54,1.1988,,1963.0,3605.0,
attended,4576,5.54,1.1104,,2711.0,1707.0,
awwww,4577,5.54,1.8094,3095.0,,,
biological,4578,5.54,1.4458,,2859.0,,
bobby,4579,5.54,1.2488,4206.0,,3394.0,3085.0
box,4580,5.54,0.8855,860.0,1359.0,1143.0,1241.0
bradley,4581,5.54,0.9941,,,3396.0,
brooklyn,4582,5.54,1.4737,3517.0,,296.0,2855.0
brunswick,4583,5.54,1.328,,,3984.0,
bud,4584,5.54,1.1104,4791.0,,,3413.0
buena,4585,5.54,1.4316,4871.0,,,
cardinal,4586,5.54,1.6062,,4973.0,4397.0,
catherine,4587,5.54,1.4737,,,2368.0,
chapel,4588,5.54,1.5414,,4177.0,997.0,
chest,4589,5.54,0.9733,3149.0,3082.0,,1167.0
circulation,4590,5.54,1.2157,,3093.0,,
criteria,4591,5.54,1.1988,,2736.0,,
cuban,4592,5.54,1.5147,,,4483.0,
dame,4593,5.54,1.3734,,,4782.0,1973.0
daniel,4594,5.54,1.073,3821.0,3636.0,831.0,
dealing,4595,5.54,1.1643,3843.0,2361.0,2958.0,3919.0
device,4596,5.54,0.9521,3984.0,2533.0,4352.0,
direction,4597,5.54,0.8134,3796.0,778.0,2144.0,1815.0
doctors,4598,5.54,1.6563,3286.0,4010.0,1558.0,
domain,4599,5.54,1.1104,3163.0,2955.0,,
dubai,4600,5.54,1.2811,3813.0,,,
ear,4601,5.54,1.2324,2563.0,2682.0,,1246.0
electrical,4602,5.54,1.1104,,3065.0,4489.0,
emily,4603,5.54,1.1287,,,2420.0,
every1,4604,5.54,1.4598,,,,
firmly,4605,5.54,1.2324,,3826.0,,
frame,4606,5.54,1.5414,4663.0,2231.0,4902.0,2187.0
gee,4607,5.54,1.2488,,,,4059.0
go,4608,5.54,1.1817,51.0,192.0,207.0,45.0
gusta,4609,5.54,1.7049,,,,3050.0
hablar,4610,5.54,1.0919,,,,4505.0
handle,4611,5.54,1.0539,1979.0,3243.0,2311.0,1271.0
him,4612,5.54,1.2157,146.0,56.0,103.0,137.0
holdings,4613,5.54,1.4028,,,3343.0,
journalist,4614,5.54,1.3584,,,3459.0,
lap,4615,5.54,1.2811,4180.0,,,3386.0
look,4616,5.54,1.1287,174.0,380.0,426.0,123.0
machinery,4617,5.54,1.3433,,3159.0,,
materials,4618,5.54,1.073,,944.0,2800.0,
mount,4619,5.54,1.2651,,3468.0,1379.0,
mysterious,4620,5.54,1.6686,,,,4547.0
nicholas,4621,5.54,0.9082,,,2060.0,
notes,4622,5.54,1.1466,2371.0,1069.0,884.0,3415.0
ny,4623,5.54,1.6686,1052.0,3508.0,102.0,
obviously,4624,5.54,1.2651,2408.0,2132.0,3240.0,
pamela,4625,5.54,0.8621,,,3670.0,
panel,4626,5.54,1.2811,3672.0,4395.0,1675.0,
particular,4627,5.54,1.1287,,382.0,1937.0,
person,4628,5.54,1.1466,268.0,346.0,749.0,1727.0
posted,4629,5.54,1.1287,796.0,,3947.0,
ppl,4630,5.54,1.328,449.0,,,
prompted,4631,5.54,1.0343,,,4276.0,
properties,4632,5.54,1.2969,,1282.0,2596.0,
quarterback,4633,5.54,1.8206,,,3245.0,
rating,4634,5.54,1.0919,,,2056.0,
rearrange,4635,5.54,1.2488,,,,4593.0
reason,4636,5.54,1.4737,636.0,411.0,951.0,435.0
regions,4637,5.54,1.1104,,1754.0,,
reminder,4638,5.54,1.3433,4203.0,,,
rims,4639,5.54,1.3126,,,,3447.0
ross,4640,5.54,1.1466,4314.0,,2069.0,
round,4641,5.54,0.9521,1063.0,856.0,1182.0,403.0
say,4642,5.54,0.9941,137.0,195.0,156.0,59.0
signs,4643,5.54,0.8621,2548.0,1784.0,2123.0,1538.0
simpson,4644,5.54,1.3126,,,3713.0,
sources,4645,5.54,1.2324,,1128.0,2636.0,
sponsored,4646,5.54,1.9082,,,2237.0,
stephen,4647,5.54,1.1817,3092.0,4044.0,886.0,
suggesting,4648,5.54,1.1988,,4904.0,4699.0,
suzanne,4649,5.54,1.3433,,,2873.0,
texas,4650,5.54,1.2324,1379.0,2601.0,1015.0,1800.0
thursdays,4651,5.54,1.3881,,,4138.0,
timeline,4652,5.54,1.1287,3711.0,,,
tools,4653,5.54,1.4172,2194.0,2383.0,4589.0,4602.0
trio,4654,5.54,1.2651,,,4498.0,
yale,4655,5.54,1.7168,,,1614.0,
abstract,4656,5.53,1.4424,,2802.0,,
accordance,4657,5.53,1.1565,,3275.0,,
fellas,4658,5.53,1.5014,,,,2601.0
lean,4659,5.53,1.4304,,,,1709.0
outward,4660,5.53,1.4448,,4967.0,,
particle,4661,5.53,0.9377,,3886.0,,
pipe,4662,5.53,1.386,,3452.0,,3096.0
rely,4663,5.53,1.4592,,4741.0,,3734.0
sheet,4664,5.53,1.2265,,2951.0,,
sole,4665,5.53,1.2926,,3766.0,,3662.0
whatcha,4666,5.53,1.4875,,,,2014.0
arrow,4667,5.52,1.5016,,,,4430.0
blazing,4668,5.52,2.0627,,,,4166.0
wherever,4669,5.52,1.2375,,3947.0,,1298.0
aimed,4670,5.52,1.581,,4523.0,3479.0,
alice,4671,5.52,1.1822,3566.0,,2131.0,
alicia,4672,5.52,0.9528,4102.0,,,
amendment,4673,5.52,1.4032,,3450.0,2482.0,
amy,4674,5.52,1.313,3354.0,,1985.0,
appointment,4675,5.52,1.8432,4245.0,3338.0,3239.0,
archive,4676,5.52,1.432,3605.0,,,
article,4677,5.52,1.4032,910.0,1004.0,82.0,
beth,4678,5.52,1.3438,,,1647.0,
beverly,4679,5.52,1.111,,,3341.0,
beyonce,4680,5.52,1.821,2321.0,,,
bottles,4681,5.52,1.0925,3553.0,,,2899.0
boxes,4682,5.52,1.2162,3458.0,,,
branch,4683,5.52,1.1471,,2007.0,2741.0,
carol,4684,5.52,1.3589,,,1619.0,
categories,4685,5.52,1.2329,,2514.0,,
class,4686,5.52,1.7756,413.0,377.0,996.0,1559.0
coaches,4687,5.52,1.6066,,,3710.0,
compounds,4688,5.52,1.3738,,3324.0,,
could,4689,5.52,1.2816,144.0,80.0,90.0,81.0
cube,4690,5.52,1.2974,,,,3690.0
demonstrate,4691,5.52,1.1822,,3544.0,4866.0,
edition,4692,5.52,1.1292,1916.0,1528.0,2718.0,
employers,4693,5.52,1.3738,,4388.0,4128.0,
episodes,4694,5.52,1.1292,2612.0,,,
eva,4695,5.52,1.0925,4054.0,,,
exceptions,4696,5.52,1.555,,4558.0,,
extension,4697,5.52,1.1822,,2298.0,2991.0,
filled,4698,5.52,1.2656,2082.0,1406.0,2307.0,979.0
findings,4699,5.52,1.4741,,2429.0,3576.0,
graphic,4700,5.52,1.2493,4097.0,,,
headline,4701,5.52,1.313,,,3338.0,
horizontal,4702,5.52,1.1648,,3235.0,,
jefferson,4703,5.52,1.015,,,4236.0,
jets,4704,5.52,1.3589,3252.0,,2201.0,
jose,4705,5.52,1.432,4146.0,,2512.0,
josh,4706,5.52,1.3738,3111.0,,,
journalism,4707,5.52,1.6193,,,4092.0,
monica,4708,5.52,1.432,,,3842.0,
montgomery,4709,5.52,1.2329,,,4898.0,
nbc,4710,5.52,1.1471,3355.0,,2721.0,
north,4711,5.52,1.2162,1097.0,417.0,333.0,1505.0
outer,4712,5.52,1.2493,,2832.0,,4257.0
papi,4713,5.52,1.3886,,,,4339.0
parker,4714,5.52,1.0349,,,3235.0,
patrick,4715,5.52,1.2162,2984.0,,1516.0,
peas,4716,5.52,1.8321,3132.0,,,
plains,4717,5.52,1.432,,4899.0,1986.0,
pm,4718,5.52,1.3438,765.0,3803.0,96.0,
positions,4719,5.52,1.2816,,1976.0,2361.0,
posting,4720,5.52,1.0925,2343.0,,,
ray,4721,5.52,1.4602,2160.0,2778.0,2210.0,2610.0
reaction,4722,5.52,0.9947,4433.0,1229.0,2396.0,3281.0
reference,4723,5.52,1.111,4015.0,898.0,2791.0,
reflected,4724,5.52,1.0736,,2632.0,2470.0,
remain,4725,5.52,1.1471,3919.0,1002.0,900.0,1397.0
reserves,4726,5.52,1.2816,,,3846.0,
rockefeller,4727,5.52,1.3285,,,3719.0,
room,4728,5.52,1.1471,433.0,430.0,484.0,421.0
russian,4729,5.52,1.7052,3314.0,1532.0,1295.0,
ryan,4730,5.52,0.9947,2187.0,,2402.0,
sara,4731,5.52,1.764,,,3331.0,
she's,4732,5.52,1.1993,,3664.0,,
subjective,4733,5.52,1.3589,,4634.0,,
suggest,4734,5.52,1.2329,3438.0,1567.0,2343.0,
summit,4735,5.52,1.6193,3812.0,,2530.0,
synagogue,4736,5.52,1.5151,,,3147.0,
taylor,4737,5.52,1.2329,777.0,3592.0,1721.0,
throughout,4738,5.52,1.2656,4908.0,824.0,1398.0,3442.0
tony,4739,5.52,1.1822,2657.0,,1773.0,3271.0
traded,4740,5.52,1.4177,,,2960.0,
trailer,4741,5.52,1.3285,1860.0,,,
twitters,4742,5.52,1.8432,3488.0,,,
u,4743,5.52,1.729,37.0,1563.0,4068.0,286.0
url,4744,5.52,0.9739,4679.0,,,
usage,4745,5.52,1.5016,,4468.0,,
vet,4746,5.52,1.1993,4451.0,,,
vikings,4747,5.52,1.5939,4878.0,,,
whispers,4748,5.52,1.7524,,,,2621.0
beso,4749,5.52,1.4524,,,,3923.0
respiratory,4750,5.52,1.5673,,4496.0,,
fills,4751,5.51,1.1955,,,,2440.0
behaviors,4752,5.51,1.1569,,4949.0,,
breed,4753,5.51,1.5428,,,,3275.0
layin,4754,5.51,1.0825,,,,4573.0
maze,4755,5.51,1.5959,,,,4006.0
measurement,4756,5.51,1.293,,2548.0,,
occurrence,4757,5.51,1.3404,,3693.0,,
priests,4758,5.51,2.0117,,3526.0,,
receptor,4759,5.51,1.4307,,4681.0,,
slope,4760,5.51,1.2603,,4144.0,,
tener,4761,5.51,1.0231,,,,4817.0
thong,4762,5.51,1.7335,,,,4740.0
account,4763,5.5,0.953,948.0,450.0,955.0,
adds,4764,5.5,0.953,4261.0,4300.0,4690.0,
anglo,4765,5.5,1.3838,,4412.0,,
application,4766,5.5,1.3286,3090.0,881.0,4231.0,
arm,4767,5.5,1.0152,1592.0,1704.0,3369.0,1479.0
atoms,4768,5.5,1.2164,,4149.0,,
austin,4769,5.5,1.0738,2240.0,,2705.0,
behavior,4770,5.5,1.2657,,770.0,2471.0,
beyond,4771,5.5,1.4321,1929.0,625.0,1256.0,862.0
bloggers,4772,5.5,1.2976,4921.0,,,
bow,4773,5.5,1.4321,3996.0,4413.0,,1362.0
brief,4774,5.5,1.2817,4796.0,1777.0,983.0,
buffalo,4775,5.5,1.594,4127.0,,2742.0,
capacity,4776,5.5,1.4178,,1170.0,2691.0,
chairwoman,4777,5.5,1.1824,,,4809.0,
channel,4778,5.5,0.8391,1281.0,2462.0,2300.0,3977.0
charlotte,4779,5.5,0.9742,4195.0,,2732.0,
christine,4780,5.5,1.2976,,,3153.0,
clay,4781,5.5,1.3286,,3014.0,,4009.0
consumer,4782,5.5,1.0546,4829.0,3183.0,1347.0,
count,4783,5.5,1.0546,1577.0,1951.0,2217.0,895.0
crews,4784,5.5,1.4178,,,,4308.0
david,4785,5.5,1.1473,1007.0,1316.0,178.0,2468.0
democrats,4786,5.5,1.9923,4933.0,,948.0,
doing,4787,5.5,1.1995,233.0,736.0,618.0,544.0
editions,4788,5.5,1.2976,,,2276.0,
effects,4789,5.5,1.4743,4028.0,528.0,2130.0,
equivalent,4790,5.5,1.2976,,2166.0,4316.0,
eyed,4791,5.5,1.3887,3058.0,,,3043.0
faculty,4792,5.5,1.4321,,2941.0,2267.0,
feels,4793,5.5,1.7409,647.0,3465.0,3006.0,466.0
fellow,4794,5.5,1.4604,2749.0,1734.0,1476.0,4565.0
figure,4795,5.5,1.1473,1016.0,261.0,1146.0,1186.0
finals,4796,5.5,1.9821,3226.0,,4991.0,
fm,4797,5.5,1.6067,3632.0,,,
footsteps,4798,5.5,1.3887,,,,3515.0
frequently,4799,5.5,1.6067,,950.0,2494.0,
generation,4800,5.5,1.1995,3268.0,1585.0,2076.0,2270.0
genetic,4801,5.5,1.2495,,3409.0,,
glasses,4802,5.5,1.2976,2331.0,,,3928.0
halfway,4803,5.5,1.0351,,,,3993.0
handled,4804,5.5,0.9313,,,3815.0,
in,4805,5.5,1.0152,6.0,5.0,6.0,9.0
insure,4806,5.5,1.4321,,,4003.0,
investors,4807,5.5,1.2495,,,1011.0,
item,4808,5.5,0.9313,1889.0,2740.0,,
jack,4809,5.5,0.9742,1359.0,2869.0,965.0,1156.0
jane,4810,5.5,0.9742,4604.0,4297.0,1277.0,2479.0
jones,4811,5.5,1.0152,2227.0,2745.0,1119.0,1781.0
leven,4812,5.5,1.2817,,,,2821.0
manifest,4813,5.5,1.359,,4407.0,,
map,4814,5.5,1.4321,3126.0,2243.0,2632.0,2996.0
maria,4815,5.5,1.233,,4065.0,2686.0,3086.0
melissa,4816,5.5,1.0926,,,4388.0,
minute,4817,5.5,0.9313,1103.0,1950.0,2954.0,735.0
normally,4818,5.5,0.9742,3692.0,2667.0,4552.0,
pastor,4819,5.5,1.8434,4674.0,,,
patricia,4820,5.5,0.9949,,,1681.0,
pole,4821,5.5,1.1995,,4245.0,,4005.0
preface,4822,5.5,1.3439,,4409.0,,
prep,4823,5.5,1.359,4449.0,,,
quiet,4824,5.5,1.8098,957.0,2232.0,2802.0,1201.0
ran,4825,5.5,1.4604,1501.0,1801.0,1686.0,973.0
rated,4826,5.5,1.4321,2688.0,,1709.0,
repertory,4827,5.5,1.7525,,,4296.0,
retailers,4828,5.5,1.2495,,,2574.0,
retain,4829,5.5,0.953,,4143.0,4712.0,
rub,4830,5.5,1.5152,,,,2369.0
